iter	Logloss
0	0.6791750759
1	0.6653107988
2	0.6530988852
3	0.6398604009
4	0.6232333661
5	0.6106705672
6	0.5977057674
7	0.5862949662
8	0.5711367568
9	0.5572957703
10	0.545108143
11	0.5333335477
12	0.5203372829
13	0.5091872743
14	0.49970064
15	0.4872775065
16	0.4778847364
17	0.4673896667
18	0.4578377818
19	0.4480410134
20	0.4371765605
21	0.4272785008
22	0.4171685295
23	0.4094909851
24	0.4009567892
25	0.3937846724
26	0.3854281215
27	0.3776804805
28	0.369700441
29	0.3632045752
30	0.3568040877
31	0.3516744027
32	0.3451525627
33	0.3393997342
34	0.331850504
35	0.3269891749
36	0.3204594783
37	0.313825307
38	0.3071589184
39	0.3000320513
40	0.2953009016
41	0.2906130131
42	0.2854477625
43	0.2805565919
44	0.2756249044
45	0.27150722
46	0.2666238539
47	0.26244173
48	0.2585610399
49	0.2547660887
50	0.2506461426
51	0.2466254851
52	0.2427434697
53	0.2393089615
54	0.2346205216
55	0.2318630803
56	0.2286482243
57	0.22601905
58	0.2233098268
59	0.219666758
60	0.2164471262
61	0.2131593168
62	0.2101896793
63	0.2065211479
64	0.2042982064
65	0.2017074309
66	0.1988100499
67	0.1957542991
68	0.1924361906
69	0.1896661059
70	0.1868650224
71	0.1843245401
72	0.1824214853
73	0.1803243609
74	0.1778371049
75	0.1757186012
76	0.1735875389
77	0.1718902354
78	0.1696089302
79	0.1674462827
80	0.165340302
81	0.162935549
82	0.1609210563
83	0.1586696767
84	0.157230659
85	0.1557111779
86	0.1538968987
87	0.1513528478
88	0.1495135178
89	0.1479926501
90	0.1459890876
91	0.1437578113
92	0.1422777101
93	0.1409466672
94	0.1399933672
95	0.1385138806
96	0.1367405368
97	0.1355077587
98	0.1340877746
99	0.1330790944
100	0.1318724149
101	0.1304881822
102	0.1292612634
103	0.128426915
104	0.1275699558
105	0.1264982338
106	0.1252229707
107	0.1240504479
108	0.1231126889
109	0.1220290118
110	0.1213103476
111	0.1202461888
112	0.1194100502
113	0.1185430506
114	0.1174361845
115	0.1164711649
116	0.1155377007
117	0.1144593222
118	0.1135090478
119	0.1123793275
120	0.1112822938
121	0.1100815974
122	0.1092780507
123	0.1085087749
124	0.1072431835
125	0.1064967326
126	0.1055096928
127	0.1046937831
128	0.1037731118
129	0.1026665711
130	0.1021041354
131	0.1016064619
132	0.1011661396
133	0.1000295422
134	0.09933744566
135	0.09857224235
136	0.09792136042
137	0.09724665455
138	0.09675038918
139	0.09572287369
140	0.09499140081
141	0.09419847819
142	0.09354191881
143	0.09266797508
144	0.09213639888
145	0.09155019045
146	0.0909550087
147	0.0903318329
148	0.08955367037
149	0.08885497067
150	0.08819168143
151	0.08750551279
152	0.08687080587
153	0.08644690128
154	0.08592517939
155	0.08504440862
156	0.08454007341
157	0.08386512785
158	0.08314773871
159	0.08260077163
160	0.08193427754
161	0.0812583965
162	0.08079138295
163	0.08035222376
164	0.08006876866
165	0.07944117571
166	0.07889712692
167	0.07844484315
168	0.078159853
169	0.07774621463
170	0.07716515372
171	0.07661719658
172	0.07620863145
173	0.07578353544
174	0.07509392983
175	0.07478759143
176	0.07437730564
177	0.07381127868
178	0.07342331394
179	0.07308571983
180	0.07261568562
181	0.0722135177
182	0.07178431962
183	0.07122196114
184	0.07086206709
185	0.07048768914
186	0.07014435144
187	0.06966712144
188	0.06922273113
189	0.06902608433
190	0.06860582471
191	0.06830342414
192	0.0679005143
193	0.06747846416
194	0.06724568582
195	0.06691231059
196	0.0665120026
197	0.06608525675
198	0.06568627918
199	0.06534685742
